,y,spot1,spot2,K,T,r,vol1,vol2,rho
0,20.134810602094298,80.0,80.0,100.0,0.003968253968253968,0.01,0.05,0.05,0.05
1,14.82564197175272,88.0,85.71428571428571,100.0,0.23443223443223443,0.011176470588235295,0.0736842105263158,0.06956521739130435,0.06551724137931035
2,9.608913136103006,96.0,91.42857142857143,100.0,0.4648962148962149,0.012352941176470587,0.09736842105263158,0.08913043478260871,0.08103448275862069
3,5.851616611571833,104.0,97.14285714285714,100.0,0.6953601953601953,0.013529411764705882,0.12105263157894737,0.10869565217391305,0.09655172413793103
4,4.21566940375372,112.0,102.85714285714286,100.0,0.9258241758241759,0.014705882352941176,0.14473684210526316,0.1282608695652174,0.11206896551724138
5,19.037253293967595,81.6,108.57142857142857,100.0,1.1562881562881564,0.01588235294117647,0.16842105263157894,0.14782608695652175,0.12758620689655173
6,14.400340231635482,89.6,114.28571428571428,100.0,1.3867521367521367,0.017058823529411765,0.19210526315789472,0.1673913043478261,0.14310344827586208
7,23.13544685629445,97.6,80.81632653061224,100.0,1.6172161172161172,0.018235294117647058,0.21578947368421053,0.18695652173913047,0.15862068965517243
8,20.44502111504032,105.6,86.53061224489795,100.0,1.8476800976800978,0.01941176470588235,0.23947368421052634,0.2065217391304348,0.17413793103448277
9,18.804511762177256,113.6,92.24489795918367,100.0,2.0781440781440783,0.020588235294117643,0.2631578947368421,0.22608695652173916,0.1896551724137931
10,27.820080510772648,83.2,97.95918367346938,100.0,2.308608058608059,0.02176470588235294,0.2868421052631579,0.2456521739130435,0.20517241379310347
11,25.95247119678372,91.2,103.6734693877551,100.0,2.539072039072039,0.022941176470588236,0.3105263157894737,0.26521739130434785,0.2206896551724138
12,24.92873404799041,99.2,109.38775510204081,100.0,2.7695360195360195,0.02411764705882353,0.33421052631578946,0.2847826086956522,0.23620689655172417
13,0.23513692255343016,107.19999999999999,115.10204081632654,100.0,0.021696252465483234,0.02529411764705882,0.35789473684210527,0.3043478260869565,0.2517241379310345
14,19.045507222727323,115.2,81.63265306122449,100.0,0.2521602329294637,0.026470588235294114,0.381578947368421,0.3239130434782609,0.26724137931034486
15,24.59742945474266,84.8,87.34693877551021,100.0,0.4826242133934442,0.027647058823529407,0.4052631578947368,0.34347826086956523,0.2827586206896552
16,23.083920691004558,92.8,93.06122448979592,100.0,0.7130881938574246,0.028823529411764706,0.42894736842105263,0.3630434782608696,0.2982758620689655
17,23.726250543758535,100.8,98.77551020408163,100.0,0.943552174321405,0.010069204152249135,0.45263157894736844,0.38260869565217387,0.3137931034482758
18,24.002041248969746,108.8,104.48979591836735,100.0,1.1740161547853856,0.01124567474048443,0.4763157894736842,0.40217391304347827,0.3293103448275862
19,15.21084525704418,116.80000000000001,110.20408163265307,100.0,1.404480135249366,0.012422145328719722,0.05124653739612189,0.4217391304347826,0.3448275862068965
20,21.690607122830322,86.4,115.91836734693877,100.0,1.6349441157133464,0.013598615916955017,0.07493074792243767,0.44130434782608696,0.3603448275862069
21,32.0547867181331,94.4,82.44897959183673,100.0,1.8654080961773272,0.01477508650519031,0.09861495844875347,0.46086956521739125,0.3758620689655172
22,30.87091034794571,102.4,88.16326530612245,100.0,2.0958720766413075,0.015951557093425606,0.12229916897506925,0.48043478260869565,0.3913793103448276
23,7.080926876534806,110.4,93.87755102040816,100.0,2.326336057105288,0.0171280276816609,0.14598337950138504,0.050850661625708886,0.40689655172413797
24,5.403737852819361,118.4,99.59183673469389,100.0,2.5568000375692685,0.01830449826989619,0.16966759002770082,0.07041587901701324,0.4224137931034483
25,21.65333482879222,80.32,105.3061224489796,100.0,2.787264018033249,0.019480968858131487,0.19335180055401663,0.08998109640831758,0.4379310344827586
26,11.679999999999694,88.32,111.0204081632653,100.0,0.0394242509627125,0.020657439446366783,0.21703601108033238,0.10954631379962193,0.453448275862069
27,6.660226503992753,96.32,116.73469387755102,100.0,0.269888231426693,0.021833910034602076,0.2407202216066482,0.12911153119092628,0.4689655172413793
28,16.854007695915154,104.32,83.26530612244898,100.0,0.5003522118906735,0.02301038062283737,0.264404432132964,0.14867674858223062,0.4844827586206897
29,13.832802633513143,112.32,88.9795918367347,100.0,0.7308161923546539,0.024186851211072665,0.28808864265927975,0.16824196597353497,0.050535077288941736
30,23.83344082186011,81.92,94.6938775510204,100.0,0.9612801728186344,0.025363321799307954,0.31177285318559556,0.18780718336483937,0.06605231866825209
31,20.965854364636762,89.92,100.40816326530611,100.0,1.191744153282615,0.026539792387543254,0.3354570637119113,0.20737240075614366,0.08156956004756243
32,19.353006079437204,97.92,106.12244897959184,100.0,1.4222081337465953,0.027716262975778547,0.3591412742382271,0.22693761814744806,0.09708680142687277
33,18.66002227691845,105.92,111.83673469387756,100.0,1.6526721142105756,0.02889273356401384,0.3828254847645429,0.24650283553875235,0.11260404280618312
34,20.586432046576856,113.92,117.55102040816325,100.0,1.8831360946745561,0.01013840830449827,0.40650969529085873,0.26606805293005675,0.12812128418549346
35,39.22333933873572,83.52,84.08163265306122,100.0,2.1136000751385366,0.011314878892733565,0.4301939058171745,0.28563327032136104,0.14363852556480383
36,37.8534932975191,91.52,89.79591836734694,100.0,2.344064055602517,0.012491349480968857,0.4538781163434903,0.3051984877126654,0.15915576694411415
37,37.1128808864933,99.52000000000001,95.51020408163265,100.0,2.5745280360664973,0.013667820069204152,0.47756232686980604,0.3247637051039698,0.17467300832342447
38,20.35172148316214,107.52,101.22448979591837,100.0,2.8049920165304782,0.014844290657439446,0.05249307479224377,0.34432892249527414,0.19019024970273485
39,1.1159186190110622,115.52000000000001,106.93877551020408,100.0,0.05715224945994177,0.01602076124567474,0.07617728531855956,0.3638941398865784,0.20570749108204517
40,15.291067597330102,85.12,112.65306122448979,100.0,0.2876162299239223,0.017197231833910035,0.09986149584487536,0.3834593572778828,0.22122473246135554
41,10.228311960179887,93.12,118.36734693877551,100.0,0.5180802103879028,0.018373702422145328,0.12354570637119114,0.4030245746691872,0.23674197384066586
42,22.323378427857104,101.12,84.89795918367346,100.0,0.7485441908518832,0.01955017301038062,0.14722991689750692,0.4225897920604915,0.25225921521997624
43,21.239387824318296,109.12,90.61224489795919,100.0,0.9790081713158636,0.020726643598615917,0.17091412742382273,0.4421550094517958,0.26777645659928656
44,20.94095600320339,117.12,96.3265306122449,100.0,1.2094721517798441,0.02190311418685121,0.19459833795013848,0.46172022684310016,0.28329369797859694
45,27.06038090901756,86.72,102.0408163265306,100.0,1.4399361322438247,0.023079584775086502,0.21828254847645429,0.48128544423440456,0.29881093935790726
46,13.07435007000269,94.72,107.75510204081633,100.0,1.670400112707805,0.0242560553633218,0.2419667590027701,0.05170132325141777,0.3143281807372176
47,11.466668323958004,102.72,113.46938775510205,100.0,1.9008640931717855,0.025432525951557088,0.26565096952908585,0.07126654064272211,0.32984542211652795
48,10.693339016847853,110.72,119.18367346938776,100.0,2.131328073635766,0.026608996539792387,0.28933518005540165,0.09083175803402646,0.3453626634958383
49,20.95280888067014,118.72,80.11661807580175,100.0,2.3617920540997464,0.02778546712802768,0.31301939058171746,0.11039697542533082,0.36087990487514865
50,29.519848264796373,80.64,85.83090379008746,100.0,2.592256034563727,0.028961937716262973,0.3367036011080332,0.12996219281663518,0.37639714625445897
51,30.302439431914962,88.64,91.54518950437318,100.0,2.8227200150277074,0.010207612456747405,0.360387811634349,0.14952741020793953,0.39191438763376935
52,7.1128884799122725,96.64,97.25947521865889,100.0,0.07488024795717103,0.0113840830449827,0.38407202216066477,0.16909262759924384,0.4074316290130797
53,7.984081216700705,104.64,102.9737609329446,100.0,0.3053442284211515,0.012560553633217992,0.4077562326869806,0.18865784499054822,0.42294887039239004
54,8.793749883258556,112.64,108.68804664723032,100.0,0.535808208885132,0.013737024221453287,0.43144044321329633,0.20822306238185256,0.43846611177170036
55,24.57673452226259,82.24,114.40233236151603,100.0,0.7662721893491125,0.01491349480968858,0.45512465373961214,0.2277882797731569,0.45398335315101074
56,29.346203334663223,90.24,80.932944606414,100.0,0.996736169813093,0.016089965397923876,0.47880886426592795,0.24735349716446126,0.46950059453032106
