,y,moneyness1,moneyness2,T,r,vol1,vol2,rho
0,0.20170449726962086,0.8,0.8,0.003968253968253968,0.01,0.05,0.05,-0.5
1,0.1539373893861522,0.88,0.8571428571428572,0.2763347763347763,0.011538461538461539,0.07647058823529412,0.0736842105263158,-0.4565217391304348
2,0.10736182214172846,0.96,0.9142857142857143,0.5487012987012987,0.013076923076923076,0.10294117647058823,0.09736842105263158,-0.41304347826086957
3,0.0733460192485747,1.04,0.9714285714285714,0.821067821067821,0.014615384615384615,0.12941176470588237,0.12105263157894737,-0.3695652173913043
4,0.059904102390017644,1.12,1.0285714285714285,1.0934343434343434,0.016153846153846154,0.15588235294117647,0.14473684210526316,-0.32608695652173914
5,0.20521744348058393,0.8160000000000001,1.0857142857142856,1.3658008658008658,0.01769230769230769,0.1823529411764706,0.16842105263157894,-0.28260869565217395
6,0.16937382006651816,0.896,1.1428571428571428,1.638167388167388,0.019230769230769232,0.20882352941176474,0.19210526315789472,-0.2391304347826087
7,0.26735238307829856,0.976,0.8081632653061225,1.9105339105339105,0.02076923076923077,0.23529411764705882,0.21578947368421053,-0.19565217391304346
8,0.24781660777574493,1.056,0.8653061224489796,2.182900432900433,0.022307692307692306,0.26176470588235295,0.23947368421052634,-0.15217391304347827
9,0.23709237697228083,1.1360000000000001,0.9224489795918367,2.4552669552669553,0.023846153846153843,0.2882352941176471,0.2631578947368421,-0.10869565217391303
10,0.328513457075232,0.8320000000000001,0.9795918367346939,2.7276334776334776,0.025384615384615384,0.31470588235294117,0.2868421052631579,-0.06521739130434784
11,0.0899396308483783,0.912,1.036734693877551,0.028728846910665094,0.026923076923076918,0.3411764705882353,0.3105263157894737,-0.021739130434782594
12,0.10203371240147537,0.992,1.0938775510204082,0.30109536927718744,0.02846153846153846,0.36764705882352944,0.33421052631578946,0.021739130434782594
13,0.12337593418475337,1.072,1.1510204081632653,0.5734618916437099,0.010118343195266272,0.3941176470588235,0.35789473684210527,0.06521739130434778
14,0.26845135404633813,1.152,0.8163265306122449,0.845828414010232,0.011656804733727811,0.42058823529411765,0.381578947368421,0.10869565217391308
15,0.3478262471651848,0.8480000000000001,0.8734693877551021,1.1181949363767545,0.013195266272189348,0.44705882352941173,0.4052631578947368,0.15217391304347827
16,0.3423839259919109,0.928,0.9306122448979592,1.3905614587432769,0.014733727810650887,0.47352941176470587,0.42894736842105263,0.19565217391304346
17,0.22405124089132325,1.008,0.9877551020408163,1.662927981109799,0.016272189349112426,0.05155709342560554,0.45263157894736844,0.23913043478260865
18,0.22908116709243076,1.088,1.0448979591836736,1.9352945034763216,0.017810650887573963,0.07802768166089966,0.4763157894736842,0.28260869565217395
19,0.009261911057515613,1.168,1.1020408163265305,2.207661025842844,0.0193491124260355,0.10449826989619378,0.05124653739612189,0.32608695652173914
20,0.14265714911070235,0.864,1.1591836734693877,2.4800275482093666,0.02088757396449704,0.1309688581314879,0.07493074792243767,0.3695652173913043
21,0.18345304405530416,0.944,0.8244897959183674,2.7523940705758885,0.02242603550295858,0.157439446366782,0.09861495844875347,0.4130434782608695
22,0.11836734693877393,1.024,0.8816326530612245,0.05348943985307622,0.02396449704142012,0.1839100346020761,0.12229916897506925,0.4565217391304348
23,0.07664963325686701,1.104,0.9387755102040817,0.32585596221959856,0.025502958579881656,0.21038062283737025,0.14598337950138504,-0.498109640831758
24,0.06218327871211443,1.184,0.9959183673469387,0.5982224845861209,0.027041420118343193,0.23685121107266438,0.16966759002770082,-0.4546313799621928
25,0.22552145703646445,0.8032,1.0530612244897959,0.8705890069526433,0.02857988165680473,0.26332179930795846,0.19335180055401663,-0.4111531190926276
26,0.20775193273578207,0.8832,1.110204081632653,1.1429555293191658,0.010236686390532544,0.28979238754325265,0.21703601108033238,-0.3676748582230624
27,0.19448972460232616,0.9632000000000001,1.1673469387755102,1.415322051685688,0.011775147928994083,0.31626297577854673,0.2407202216066482,-0.32419659735349715
28,0.30159531203431716,1.0432,0.8326530612244898,1.68768857405221,0.013313609467455622,0.34273356401384086,0.264404432132964,-0.28071833648393196
29,0.29221380461360735,1.1232,0.889795918367347,1.9600550964187329,0.01485207100591716,0.369204152249135,0.28808864265927975,-0.23724007561436672
30,0.38834360989464156,0.8192,0.9469387755102041,2.232421618785255,0.016390532544378698,0.3956747404844291,0.31177285318559556,-0.19376181474480147
31,0.37850223582771114,0.8992,1.0040816326530613,2.504788141151778,0.01792899408284024,0.4221453287197232,0.3354570637119113,-0.1502835538752363
32,0.37575353629314334,0.9792000000000001,1.0612244897959182,2.7771546635182998,0.019467455621301775,0.4486159169550173,0.3591412742382271,-0.10680529300567104
33,0.03630098424113103,1.0592,1.1183673469387756,0.07825003279548734,0.021005917159763313,0.4750865051903114,0.3828254847645429,-0.06332703213610585
34,0.037162207504404875,1.1392,1.1755102040816325,0.3506165551620097,0.02254437869822485,0.053114186851211075,0.40650969529085873,-0.01984877126654061
35,0.26394177712365907,0.8352,0.8408163265306123,0.6229830775285321,0.024082840236686387,0.07958477508650519,0.4301939058171745,0.023629489603024578
36,0.234995719149937,0.9152,0.8979591836734694,0.8953495998950545,0.025621301775147924,0.10605536332179931,0.4538781163434903,0.06710775047258977
37,0.22413351675551396,0.9952000000000001,0.9551020408163265,1.1677161222615768,0.02715976331360946,0.13252595155709343,0.47756232686980604,0.11058601134215507
38,0.040163533667164325,1.0752,1.0122448979591836,1.440082644628099,0.028698224852071005,0.15899653979238754,0.05249307479224377,0.15406427221172025
39,0.046791851534758164,1.1552,1.0693877551020408,1.7124491669946216,0.010355029585798817,0.18546712802768167,0.07617728531855956,0.19754253308128544
40,0.18917403286698775,0.8512000000000001,1.126530612244898,1.984815689361144,0.011893491124260355,0.2119377162629758,0.09986149584487536,0.24102079395085063
41,0.16346584141225964,0.9312,1.183673469387755,2.2571822117276663,0.013431952662721893,0.23840830449826989,0.12354570637119114,0.28449905482041593
42,0.22408017759950982,1.0112,0.8489795918367348,2.5295487340941887,0.014970414201183432,0.264878892733564,0.14722991689750692,0.3279773156899811
43,0.20803274746813022,1.0912,0.9061224489795918,2.801915256460711,0.01650887573964497,0.29134948096885815,0.17091412742382273,0.3714555765595463
44,0.04645095429708311,1.1712,0.963265306122449,0.10301062573789847,0.018047337278106507,0.31782006920415223,0.19459833795013848,0.4149338374291115
45,0.1635082177113228,0.8672000000000001,1.0204081632653061,0.37537714810442085,0.019585798816568044,0.34429065743944637,0.21828254847645429,0.4584120982986768
46,0.1701694669087306,0.9472,1.0775510204081633,0.6477436704709432,0.02112426035502958,0.3707612456747405,0.2419667590027701,-0.4962192816635161
47,0.16954154953112677,1.0272000000000001,1.1346938775510205,0.9201101928374655,0.022662721893491125,0.3972318339100346,0.26565096952908585,-0.45274102079395084
48,0.17615366796873533,1.1072,1.1918367346938776,1.192476715203988,0.024201183431952662,0.4237024221453287,0.28933518005540165,-0.40926275992438566
49,0.3204833306219367,1.1872,0.8011661807580175,1.4648432375705103,0.0257396449704142,0.4501730103806228,0.31301939058171746,-0.3657844990548204
50,0.4202582988460879,0.8064,0.8583090379008746,1.7372097599370326,0.027278106508875737,0.47664359861591693,0.3367036011080332,-0.32230623818525517
51,0.24645108501305793,0.8864000000000001,0.9154518950437318,2.009576282303555,0.028816568047337274,0.054671280276816614,0.360387811634349,-0.27882797731569
52,0.25579370045952954,0.9664,0.972594752186589,2.2819428046700776,0.01047337278106509,0.08114186851211073,0.38407202216066477,-0.2353497164461248
53,0.2511642832958668,1.0464,1.0297376093294461,2.5543093270366,0.012011834319526626,0.10761245674740484,0.4077562326869806,-0.19187145557655955
54,0.25575473704562846,1.1264,1.0868804664723033,2.826675849403122,0.013550295857988165,0.13408304498269896,0.43144044321329633,-0.14839319470699436
55,0.17870983134338628,0.8224,1.1440233236151602,0.1277712186803096,0.015088757396449704,0.1605536332179931,0.45512465373961214,-0.10491493383742911
56,0.2590662119510196,0.9024,0.80932944606414,0.400137741046832,0.01662721893491124,0.18702422145328723,0.47880886426592795,-0.061436672967863926
57,0.148525318291656,0.9824,0.8664723032069971,0.6725042634133543,0.018165680473372782,0.2134948096885813,0.053739612188365656,-0.01795841209829868
58,0.10768168124520608,1.0624,0.9236151603498542,0.9448707857798765,0.01970414201183432,0.23996539792387545,0.07742382271468144,0.025519848771266562
59,0.08809190594356392,1.1424,0.9807580174927114,1.217237308146399,0.021242603550295856,0.2664359861591695,0.10110803324099724,0.06899810964083175
60,0.21819493748577723,0.8384,1.0379008746355685,1.4896038305129216,0.022781065088757393,0.2929065743944637,0.12479224376731302,0.11247637051039705
61,0.19524365981953978,0.9184,1.0950437317784256,1.7619703528794435,0.02431952662721893,0.3193771626297578,0.14847645429362882,0.15595463137996224
62,0.1834428393008123,0.9984,1.1521865889212828,2.034336875245966,0.025857988165680475,0.34584775086505193,0.17216066481994458,0.19943289224952743
63,0.265890297053576,1.0784,0.8174927113702625,2.3067033976124884,0.027396449704142012,0.37231833910034606,0.19584487534626038,0.24291115311909262
64,0.2528314838154832,1.1583999999999999,0.8746355685131195,2.579069919979011,0.02893491124260355,0.39878892733564014,0.2195290858725762,0.2863894139886579
65,0.37268858536656885,0.8544,0.9317784256559767,2.851436442345533,0.010591715976331361,0.4252595155709343,0.24321329639889194,0.3298676748582231
